,epithelial cell of proximal tubule,fibroblast,glomerular visceral epithelial cell,kidney capillary endothelial cell,kidney connecting tubule epithelial cell,kidney distal convoluted tubule epithelial cell,kidney loop of Henle thick ascending limb epithelial cell,leukocyte,mesangial cell,parietal epithelial cell,renal alpha-intercalated cell,renal beta-intercalated cell,renal principal cell
ENSG00000079931,0.005431407,0.6867686,0.0052418476,0.0039641596,0.0032586087,0.010182754,0.02453535,0.08397056,0.06760018,0.07242071,0.0064962083,0.024028523,0.0061011184
ENSG00000079950,0.10449709,0.07232547,0.13303597,0.069850646,0.063643545,0.049393855,0.054219823,0.10925832,0.035257947,0.107122846,0.05403818,0.075440474,0.07191581
ENSG00000112299,0.64529455,0.0005740533,0.015119738,0.018614415,0.0040378086,0.010242593,0.02020153,0.17033596,0.0005740533,0.033161517,0.011368655,0.020863775,0.049611393
ENSG00000112303,0.013826468,0.09396201,0.0011474545,0.08837656,0.021436756,0.0011474545,0.0041952357,0.6155381,0.0011474545,0.1434241,0.0011474545,0.0011474545,0.013503538
ENSG00000146409,0.031987198,0.043378793,0.008666141,0.08427808,0.11036276,0.11011815,0.1223961,0.19385782,0.010987962,0.027210794,0.07725014,0.07391922,0.10558679
ENSG00000112306,0.04063727,0.08014592,0.040905766,0.09922707,0.072676934,0.07637575,0.05492753,0.10480827,0.0755778,0.079654254,0.08961449,0.10617836,0.07927065
ENSG00000112319,0.007646885,0.15406922,0.015727958,0.010328198,0.100316495,0.0060676103,0.0045650178,0.028564785,0.19217737,0.022814427,0.040204473,0.11252699,0.30499062
ENSG00000223542,0.0013652751,0.000344695,0.91696626,0.000344695,0.000344695,0.0026511042,0.001134458,0.000344695,0.000344695,0.06332775,0.000344695,0.000344695,0.012142413
ENSG00000234567,0.0005819607,0.101306416,0.81689525,0.0005819607,0.0041923453,0.0005819607,0.004292291,0.0005819607,0.0005819607,0.058439437,0.0005819607,0.0005819607,0.010800423
ENSG00000227954,0.00455675,0.05421197,0.8522833,0.003922532,0.0033967851,0.0023381726,0.002328809,0.011511385,0.011078929,0.041031525,0.0031594532,0.00522772,0.0049527897
ENSG00000223586,0.031634793,0.007697482,0.8836928,0.007697482,0.007697482,0.007697482,0.007697482,0.007697482,0.007697482,0.007697482,0.007697482,0.007697482,0.007697482
ENSG00000118526,0.0039494797,0.01758491,0.92831916,0.007838805,0.004593705,0.003636012,0.007107842,0.00015230714,0.010205656,0.0062753186,0.0080389,0.00015230714,0.0021455665
ENSG00000028839,0.039835177,0.044009976,0.19364576,0.081023164,0.0662636,0.07174871,0.07976423,0.055751663,0.034815412,0.0714272,0.16806267,0.05043576,0.0432166
ENSG00000146411,0.043797795,0.02825788,0.2288356,0.02228281,0.09084765,0.18628542,0.07568384,9.972761e-05,0.013027895,0.018394215,0.2377464,0.034238208,0.020502662
ENSG00000118515,0.06324068,0.036727384,0.10755173,0.30008334,0.11232825,0.022148028,0.023892835,0.22306657,0.016375214,0.064589866,0.0074230274,0.0106673995,0.011905696
ENSG00000231971,0.13531844,0.000479248,0.026347028,0.6945293,0.008982764,0.022683414,0.0381625,0.000479248,0.02243291,0.009742821,0.01521085,0.000479248,0.025152184
ENSG00000236700,0.06315125,0.0026956482,0.0026956482,0.14973366,0.0026956482,0.0026956482,0.00917803,0.7536761,0.0026956482,0.0026956482,0.0026956482,0.0026956482,0.0026956482
ENSG00000232310,0.14993195,0.0076499647,0.067971945,0.42298967,0.018687297,0.03964441,0.011387865,0.2225467,0.0001550746,0.030305922,0.009697838,0.007822113,0.0112093175
ENSG00000236389,0.31459412,0.015522287,0.015522287,0.24816748,0.015522287,0.23914613,0.058391534,0.015522287,0.015522287,0.015522287,0.015522287,0.015522287,0.015522287
ENSG00000118514,0.44873914,0.06315422,0.039234366,0.03543615,0.044657484,0.04129962,0.041477546,0.039387528,0.046912193,0.07577922,0.037679195,0.043685768,0.042557456
ENSG00000112339,0.046089385,0.05387105,0.07021702,0.08012065,0.074478544,0.084161,0.07171824,0.10743143,0.085328616,0.10455953,0.06966666,0.08794394,0.06441395
ENSG00000232876,0.034870684,0.012394693,0.012394693,0.012394693,0.012394693,0.012394693,0.19521026,0.012394693,0.012394693,0.25409484,0.133092,0.012394693,0.28357458
ENSG00000135541,0.063029796,0.096575454,0.081664115,0.049662624,0.081814975,0.09303644,0.070268415,0.036437076,0.08845446,0.06842903,0.07796948,0.06924716,0.123410925
ENSG00000234084,0.011526317,0.011526317,0.011526317,0.011526317,0.011526317,0.053432304,0.12935206,0.011526317,0.011526317,0.011526317,0.1386286,0.011526317,0.57485014
ENSG00000231028,0.07728965,0.035828155,0.122220844,0.02096879,0.086607054,0.1131386,0.11022637,0.030064901,0.024294052,0.09863984,0.106908485,0.0625663,0.11124704
ENSG00000171408,0.023330271,0.025001964,0.11896553,0.04578497,0.056179434,0.0992322,0.103154026,0.03401878,0.11924268,0.1365992,0.06484234,0.052361164,0.121287495
ENSG00000237596,0.10116737,0.032384083,0.09824381,0.03537797,0.11245396,0.068159975,0.044575587,0.0001991458,0.103319,0.059874732,0.102047674,0.074556164,0.1676406
ENSG00000146410,0.142944,0.007520158,0.007520158,0.0922219,0.04975127,0.1409687,0.058290694,0.007520158,0.38555297,0.007520158,0.007520158,0.007520158,0.08514944
ENSG00000029363,0.075433716,0.10445413,0.09398703,0.077154554,0.065977134,0.07242976,0.06462735,0.085896574,0.085728765,0.0683658,0.07465006,0.05891121,0.072383925
ENSG00000260418,0.1839252,0.0011730223,0.0011730223,0.033647805,0.10243428,0.100741185,0.09541263,0.0011730223,0.0011730223,0.05408632,0.06778814,0.15327537,0.20399699
ENSG00000135525,0.114799276,0.021374376,0.023373373,0.022099888,0.12600191,0.11363577,0.09977089,0.00997657,0.030808307,0.053575385,0.096922874,0.16713472,0.12052667
ENSG00000272189,0.23682728,0.00801278,0.00801278,0.00801278,0.12413767,0.16762912,0.32039165,0.00801278,0.00801278,0.00801278,0.08691193,0.00801278,0.00801278
ENSG00000197442,0.05836929,0.19887409,0.046846103,0.035773147,0.022649655,0.012706056,0.061474152,0.06805993,0.1388693,0.102832906,0.07603268,0.1505329,0.026979756
ENSG00000234263,0.034170497,0.00873285,0.00873285,0.00873285,0.00873285,0.00873285,0.07821072,0.00873285,0.00873285,0.17974627,0.00873285,0.6292769,0.00873285
ENSG00000112357,0.032879166,0.051565975,0.042700376,0.03896236,0.10148358,0.07913752,0.0659463,0.05519767,0.0680101,0.07149366,0.1809304,0.12139646,0.090296425
ENSG00000016402,0.024316618,0.6414303,0.0009928978,0.0009928978,0.05408079,0.0048604948,0.0038572599,0.0009928978,0.0009928978,0.03659118,0.020570336,0.06821754,0.14210382
ENSG00000027697,0.025647026,0.06106161,0.053817336,0.18963076,0.04426191,0.045408174,0.032182224,0.21487369,0.08680758,0.087835304,0.049920764,0.05688059,0.051673014
ENSG00000230533,0.036276814,0.008713674,0.008713674,0.008713674,0.008713674,0.060390197,0.09599416,0.008713674,0.008713674,0.72891575,0.008713674,0.008713674,0.008713674
ENSG00000237499,0.011138799,0.012770223,0.04845798,0.13141012,0.016211566,0.010839044,0.0063300636,0.37382013,0.1318232,0.061226953,0.043668214,0.13872173,0.013582009
ENSG00000118503,0.023714507,0.040158324,0.053694695,0.22179615,0.008111807,0.0090266485,0.01386244,0.19420937,0.12461537,0.09343362,0.08908455,0.120462745,0.007829725
ENSG00000112378,0.015492271,0.07498914,0.060625937,0.03840846,0.07588156,0.115908295,0.100299776,0.055667322,0.034104336,0.09084214,0.083484724,0.18133163,0.0729644
ENSG00000112379,0.011339749,0.03842549,0.012427583,0.15352228,0.11446733,0.0979954,0.29897714,0.00010801006,0.00010801006,0.043455638,0.07185832,0.05858139,0.09873367
ENSG00000051620,0.10578037,0.05343183,0.08197206,0.04100327,0.09108834,0.09508744,0.10436572,0.04842148,0.039991513,0.03572421,0.101781964,0.12254749,0.078804314
ENSG00000135540,0.045815203,0.05324776,0.007912771,0.30274245,0.099257216,0.020914843,0.05037122,0.13968702,0.013766556,0.023315033,0.0190577,0.10013997,0.12377223
ENSG00000225177,0.015653849,0.21068062,0.00070203503,0.5774495,0.039348673,0.011312104,0.022770923,0.00070203503,0.03271636,0.013731536,0.018512823,0.030231435,0.026188115
ENSG00000279968,0.030177573,0.0003805515,0.14569294,0.11339615,0.08352677,0.06320347,0.07810606,0.12008853,0.068966016,0.060921706,0.06334323,0.07384947,0.098347455
ENSG00000024862,0.076121174,0.044315223,0.1426281,0.068963245,0.091402955,0.09516036,0.07945728,0.08605282,0.06889109,0.046597388,0.10173602,0.051980205,0.046694145
ENSG00000203734,0.0385508,0.15852332,0.3769916,0.088969626,0.06498136,0.050467305,0.056891907,0.00076705555,0.06736141,0.055810392,0.023346929,0.00076705555,0.016571153
ENSG00000135597,0.05312935,0.07110204,0.15801929,0.059526525,0.0687531,0.06283863,0.056094255,0.08324026,0.09768679,0.069531664,0.05495092,0.11685504,0.048272237
ENSG00000146386,0.18793064,0.00034472163,0.30504185,0.02097362,0.043290105,0.014977087,0.0127576105,0.2502459,0.047613636,0.038008843,0.02106846,0.057402894,0.00034472163
ENSG00000112406,0.01715437,0.12401887,0.09833882,0.08810417,0.059267297,0.050859317,0.041550994,0.20959851,0.061240844,0.06056594,0.07231035,0.07731748,0.039673045
ENSG00000231329,0.15062642,0.0012364207,0.06765586,0.095909335,0.04125775,0.09049279,0.12993035,0.0012364207,0.0634521,0.053609084,0.12943158,0.055079516,0.120082416
ENSG00000164440,0.031377994,0.0024633605,0.1300221,0.05561076,0.0024633605,0.018125797,0.026902746,0.66354126,0.0024633605,0.0024633605,0.024857728,0.0024633605,0.037244707
ENSG00000226571,0.0006863929,0.0006863929,0.0006863929,0.011858199,0.005385355,0.010582623,0.037368856,0.90362936,0.0006863929,0.0006863929,0.019376172,0.0006863929,0.0076808822
ENSG00000164442,0.03197298,0.113371864,0.38264227,0.014393342,0.049996056,0.018769616,0.036947615,9.1974216e-05,0.048495788,0.18153591,0.028703177,0.065488726,0.027590767
ENSG00000238099,0.08061306,0.0062121945,0.0062121945,0.102469526,0.0062121945,0.38898632,0.26000115,0.0062121945,0.0062121945,0.0062121945,0.0062121945,0.0062121945,0.11823232
ENSG00000231426,0.15079296,0.004445974,0.12227655,0.004445974,0.13189253,0.073137216,0.056493722,0.004445974,0.004445974,0.0969504,0.26196662,0.004445974,0.08426021
ENSG00000236013,0.03433946,0.0122832395,0.0122832395,0.0122832395,0.2638929,0.15070239,0.04070937,0.0122832395,0.0122832395,0.0122832395,0.4120899,0.0122832395,0.0122832395
ENSG00000135577,0.00817852,0.53555363,0.122635394,0.027424566,0.025488796,0.04586535,0.046729993,0.0017153416,0.0017153416,0.116108775,0.047331203,0.0017153416,0.01953767
ENSG00000009844,0.074652925,0.06493821,0.070788674,0.077048376,0.077635996,0.092326224,0.0697393,0.14781395,0.064442,0.057358276,0.08157898,0.06753006,0.05414713
ENSG00000237494,0.64783806,0.011452695,0.011452695,0.22618212,0.011452695,0.011452695,0.011452695,0.011452695,0.011452695,0.011452695,0.011452695,0.011452695,0.011452695
ENSG00000112414,0.07913876,0.0043340134,0.017742237,0.026522405,0.03269955,0.0061060423,0.008359243,0.11987371,0.008280397,0.60595006,0.013775642,0.018407017,0.058810916
ENSG00000236366,0.14472172,0.012288995,0.012288995,0.012288995,0.09152875,0.16216592,0.24299727,0.012288995,0.012288995,0.26027432,0.012288995,0.012288995,0.012288995
ENSG00000010818,0.034755703,0.093736514,0.106456466,0.070227146,0.06171028,0.066219226,0.057905562,0.070044324,0.07175011,0.11932026,0.0611576,0.10204025,0.08467659
ENSG00000232618,0.026957078,0.07254295,0.25498363,0.08992126,0.07586563,0.04807657,0.03500972,0.0015304175,0.0015304175,0.24792685,0.0015304175,0.056912735,0.087212205
ENSG00000229017,0.49846625,0.045007538,0.03493235,0.05150512,0.052720863,0.05350594,0.05794437,0.07428214,0.027945375,0.028787926,0.03507137,0.014546383,0.025284315
ENSG00000227192,0.38213643,0.07703417,0.04870788,0.00073467195,0.1049585,0.11048498,0.10948074,0.00073467195,0.03655756,0.044042427,0.036063645,0.00073467195,0.04832958
ENSG00000146416,0.17653166,0.05153703,0.060864262,0.0418409,0.09670244,0.099553,0.08118467,0.03819109,0.05942998,0.08206353,0.060762428,0.06467528,0.086663656
ENSG00000189007,0.025086401,0.04572088,0.040810943,0.044991523,0.14750263,0.10384321,0.087747626,0.08023499,0.034467656,0.06360616,0.10021653,0.0969423,0.1288291
ENSG00000034693,0.03471281,0.09188739,0.10793922,0.08202553,0.08883125,0.09032061,0.1004049,0.019317744,0.09436638,0.08724652,0.06689762,0.05932988,0.07672019
ENSG00000001036,0.06665805,0.018409615,0.116708405,0.031456124,0.060412854,0.083991304,0.074218705,0.17957729,0.10117941,0.050135408,0.092435434,0.06599001,0.058827464
ENSG00000112419,0.0301695,0.07945472,0.043937474,0.07629701,0.14357425,0.060343932,0.023694327,0.12892075,0.08032348,0.06366758,0.085603215,0.117780186,0.06623353
ENSG00000257065,0.0837924,0.40548325,0.003948113,0.103611685,0.031141065,0.059194196,0.12344175,0.003948113,0.003948113,0.1310161,0.04257908,0.003948113,0.003948113
ENSG00000135521,0.057876833,0.021347731,0.11829405,0.07792598,0.08296609,0.083840504,0.10165176,0.00039664345,0.06017764,0.06949527,0.14816162,0.09291014,0.08495588
ENSG00000118495,0.04144772,0.24664664,0.03258196,0.035001695,0.06791277,0.04824515,0.058951102,0.07499134,0.07685882,0.15827592,0.045760673,0.050352048,0.062974125
ENSG00000169976,0.1483853,0.00064445264,0.08947326,0.043620165,0.06624778,0.1273449,0.184164,0.00064445264,0.07641527,0.06287503,0.08723832,0.050423972,0.062523104
ENSG00000135604,0.0043690214,0.0412904,0.25643367,0.04548069,0.015189516,0.00030750874,0.0052000275,0.5602838,0.015031649,0.043832526,0.008352806,0.00030750874,0.0039209467
ENSG00000152818,0.012587671,0.11170385,0.10410232,0.14446308,0.054762896,0.055613417,0.049990594,0.14108776,0.1392628,0.09481923,0.008373185,0.02753667,0.05569654
ENSG00000225311,0.04476702,0.012245906,0.34380832,0.14525306,0.16786523,0.10704913,0.105535805,0.012245906,0.012245906,0.012245906,0.012245906,0.012245906,0.012245906
ENSG00000112425,0.083578855,0.054555666,0.05145694,0.04124792,0.091554016,0.14880005,0.15521258,0.0783138,0.07419411,0.040556032,0.043392997,0.0709106,0.06622637
ENSG00000270638,0.0777598,0.0038647663,0.117947735,0.044993665,0.110838346,0.11488238,0.20297472,0.0038647663,0.18303406,0.0038647663,0.0038647663,0.12824559,0.0038647663
ENSG00000118496,0.08449573,0.0457565,0.11668287,0.060854882,0.05342107,0.09009217,0.09116067,0.10644939,0.04457945,0.041579355,0.16929293,0.04744036,0.048194636
ENSG00000235652,0.13611248,0.07681848,0.091299966,0.044012494,0.07692456,0.07959884,0.12820159,0.045386977,0.027206276,0.07291754,0.10172511,0.06124107,0.058554627
ENSG00000146414,0.0763717,0.08102667,0.06934062,0.06971512,0.08985272,0.076184034,0.083664745,0.08388847,0.06801403,0.08275839,0.06579175,0.06785966,0.08553216
ENSG00000152822,0.010541849,0.07388038,0.011098249,0.018423883,0.112400666,0.03420309,0.48401096,0.00019410174,0.010040273,0.020853294,0.035169434,0.014750844,0.174433
ENSG00000118508,0.12294519,0.19055708,0.05836299,0.043753702,0.061458737,0.07109681,0.12773998,0.00041851494,0.08424368,0.06760807,0.059374727,0.080404215,0.032036364
ENSG00000118492,0.023194194,0.06791102,0.000955498,0.000955498,0.007003706,0.015434879,0.1661112,0.56101775,0.000955498,0.03973878,0.057117105,0.000955498,0.058649305
ENSG00000233452,0.02000855,0.0074236747,0.08146435,0.24384241,0.092581436,0.22547719,0.058669843,0.042544752,0.03622424,0.012232507,0.03917955,0.06644234,0.07390925
ENSG00000164506,0.039728876,0.069562435,0.10252916,0.08986171,0.06813801,0.058303088,0.07126083,0.108873926,0.09156008,0.104983516,0.04089547,0.053491812,0.10081105
ENSG00000203727,0.17962661,0.033137716,0.01274079,0.025217868,0.12992708,0.19273409,0.018042713,0.03575652,0.02690916,0.023444653,0.19883333,0.012284754,0.11134475
ENSG00000227681,0.14405254,0.026485313,0.014470547,0.02108684,0.13334982,0.18699338,0.017147934,0.059019566,0.037018977,0.02534353,0.20739305,0.012588306,0.115050204
ENSG00000224658,0.06957835,0.0021207342,0.12787807,0.0021207342,0.11733022,0.18238029,0.041169208,0.0021207342,0.0021207342,0.0021207342,0.30171794,0.0021207342,0.14722145
ENSG00000111961,0.06348231,0.041444816,0.13584526,0.27529448,0.02540997,0.052012507,0.061267644,0.043148447,0.020436166,0.16393007,0.059045568,0.028437551,0.030245224
ENSG00000111962,0.012943031,0.24877803,0.009192237,0.016561834,0.057651922,0.099704996,0.09227488,0.07311477,0.01063813,0.025170732,0.2988082,0.043643095,0.01151807
ENSG00000227660,0.035229113,0.035229113,0.035229113,0.035229113,0.035229113,0.29431963,0.31816015,0.035229113,0.035229113,0.035229113,0.035229113,0.035229113,0.035229113
ENSG00000055208,0.058578648,0.05011756,0.08426345,0.06363621,0.098861784,0.08563829,0.06996652,0.09127831,0.050401926,0.07700761,0.08465143,0.09297394,0.09262431
ENSG00000178199,0.12129457,0.014898317,0.02549999,0.03868385,0.0077127633,0.0108580515,0.012403489,0.726826,0.00031430545,0.006248508,0.01204408,0.010016049,0.013199935
ENSG00000131013,0.05165197,0.080498256,0.05969882,0.08195341,0.09522256,0.11012069,0.07352179,0.06341475,0.07818809,0.06774274,0.07566757,0.08159703,0.08072232
ENSG00000055211,0.0824912,0.04630102,0.05553145,0.056061544,0.11057123,0.11441166,0.09160591,0.06974069,0.07815551,0.074077584,0.069816515,0.06479001,0.086445585
ENSG00000281021,0.12389812,0.0027727308,0.0027727308,0.031978082,0.041087862,0.07499234,0.11889987,0.0027727308,0.12317426,0.060317315,0.09121486,0.20043008,0.125689
ENSG00000186625,0.061324615,0.024506055,0.07643425,0.068306446,0.09184822,0.0807182,0.085609674,0.06727456,0.05547373,0.06719193,0.08957694,0.13407877,0.09765661
ENSG00000131023,0.067186296,0.05453915,0.08961226,0.08354263,0.07273754,0.091699705,0.09148067,0.067215666,0.07675149,0.06921753,0.06849459,0.10595275,0.06156977
ENSG00000278899,0.022359751,0.004565873,0.2337508,0.004565873,0.09681131,0.12099934,0.108534396,0.004565873,0.004565873,0.004565873,0.19118905,0.1491863,0.054339636
ENSG00000120253,0.05875525,0.05713722,0.07239597,0.09729173,0.0798605,0.0850721,0.10057077,0.06922737,0.068841465,0.07479929,0.07088126,0.063980736,0.101186335
ENSG00000120265,0.051311385,0.052072395,0.101495855,0.07293717,0.08399966,0.08994391,0.073401935,0.042070065,0.07658726,0.08421811,0.09759813,0.08961119,0.08475295
ENSG00000231760,0.02828202,0.09972445,0.3300636,0.06621216,0.020377517,0.054270726,0.062102444,0.1527136,0.03075822,0.030669304,0.06460323,0.040653463,0.01956925
ENSG00000120256,0.03335446,0.041698635,0.19582538,0.09772503,0.061083782,0.058444574,0.06104016,7.850438e-05,0.061334174,0.021345302,0.22513111,0.07867145,0.064267464
ENSG00000268592,0.072655246,0.0767438,0.116886735,0.12529315,0.060021594,0.05968169,0.15361995,0.00045434746,0.022011407,0.08242258,0.118051015,0.015827024,0.096331455
ENSG00000164520,0.0036216197,0.00052406994,0.7817909,0.07425825,0.007969055,0.0021790457,0.0030969966,0.00052406994,0.079188935,0.014037885,0.0056519196,0.00052406994,0.026633175
ENSG00000198729,0.20680434,0.00017942576,0.02581648,0.06426876,0.038636986,0.008855986,0.020320982,0.00017942576,0.027261317,0.35632935,0.015115151,0.04104808,0.19518365
ENSG00000009765,0.5498916,0.041661337,0.018007701,0.044848178,0.01967588,0.0146015715,0.096946366,0.00015732936,0.04233326,0.045688245,0.02993637,0.068463735,0.027788486
ENSG00000120278,0.044380687,0.043056756,0.21932852,0.33137634,0.016494669,0.0126094045,0.09773068,2.158908e-05,0.014778995,0.038018435,0.006208213,0.12711209,0.048883587
ENSG00000120254,0.021981215,0.16036509,0.028236646,0.08335053,0.09459171,0.01749034,0.025701325,0.025855238,0.08992669,0.09284836,0.1305168,0.0911183,0.13801776
ENSG00000223598,0.059895765,0.0014560755,0.08043169,0.050917007,0.049485516,0.07463482,0.06435607,0.0014560755,0.11518864,0.27329388,0.1050992,0.057944324,0.065840915
ENSG00000131016,0.043808196,0.22398733,0.009470239,0.23064083,0.0064296834,0.005236538,0.009991817,0.014744509,0.15417664,0.26967013,0.0053234,0.0060435957,0.02047699
ENSG00000181472,0.05389126,0.08564224,0.08549757,0.086725995,0.07508847,0.10528233,0.118676886,0.068801224,0.092938825,0.03549292,0.08277305,0.06033862,0.0488507
ENSG00000155906,0.17334722,0.0732976,0.088553414,0.047566302,0.06673248,0.073415525,0.06104071,0.037219666,0.060384545,0.12415197,0.055598244,0.07612887,0.062563434
ENSG00000146476,0.13328467,0.0634916,0.0682341,0.058923505,0.06842613,0.10811344,0.13746777,0.09493046,0.030808216,0.0533563,0.08486086,0.072196744,0.025906237
ENSG00000120262,0.18245591,0.34765506,0.018528318,0.012764549,0.010084617,0.024054693,0.01914825,0.119424574,0.03288046,0.09590099,0.03273344,0.08868485,0.015684405
ENSG00000091831,0.13225634,0.5468778,0.0072157094,0.066072755,0.00719716,0.005979552,0.04146403,0.073801704,0.008511336,0.0071415636,0.009761491,0.087431654,0.006288884
ENSG00000131018,0.058570575,0.09055013,0.05723901,0.18895058,0.052728575,0.058675107,0.04731404,0.076663874,0.11171299,0.16932315,0.015835552,0.00989138,0.06254499
ENSG00000120279,0.0038369736,0.00034362916,0.009540935,0.9470404,0.0053829933,0.0060317637,0.0019709072,0.00034362916,0.01629477,0.00034362916,0.008183181,0.00034362916,0.00034362916
ENSG00000146469,0.001207069,0.2122564,0.001207069,0.75967,0.001207069,0.001207069,0.016002867,0.001207069,0.001207069,0.001207069,0.001207069,0.001207069,0.001207069
ENSG00000112029,0.12869234,0.044501897,0.122309916,0.08236302,0.060914006,0.09576456,0.06333552,0.16597709,0.06840014,0.03151529,0.062416602,0.019361338,0.05444818
ENSG00000227627,0.050314695,0.12948178,0.1894678,0.043967243,0.05871419,0.06742901,0.083306625,0.061580814,0.0752627,0.077989705,0.0415772,0.05144399,0.06946432
ENSG00000112031,0.070182994,0.06885601,0.09674174,0.11183133,0.0853152,0.10419969,0.110894255,0.00014576473,0.04622961,0.052574113,0.08479331,0.085532375,0.08270354
ENSG00000091844,0.055961635,0.2809479,0.13380401,0.099930085,0.03714449,0.0275359,0.0667884,0.0009710955,0.0009710955,0.22947088,0.04260202,0.0009710955,0.022901427
ENSG00000213121,0.05328165,0.0530298,0.49029252,0.0009045341,0.017547864,0.039376155,0.06362966,0.0009045341,0.0009045341,0.017947283,0.03934605,0.0818946,0.1409408
ENSG00000112038,0.056987397,0.0013111777,0.035335176,0.0013111777,0.11911071,0.12832066,0.1502493,0.0013111777,0.0013111777,0.026482506,0.18089072,0.1003937,0.19698508
ENSG00000074706,0.025353037,0.03139805,0.015665317,0.021009814,0.13619445,0.15354244,0.092866495,0.07021253,0.011174518,0.038630266,0.1862598,0.069044955,0.14864828
ENSG00000153721,0.100950286,0.041638717,0.07013501,0.06856335,0.081165805,0.0807224,0.08834692,0.0058556786,0.06301391,0.13420022,0.035898708,0.16088213,0.06862702
ENSG00000213079,0.04720046,0.07753903,0.07486317,0.088545196,0.074220546,0.077542834,0.075777285,0.07638124,0.08725921,0.072419524,0.0876284,0.09917207,0.061450962
ENSG00000146426,0.038251083,0.06634993,0.0925218,0.10893795,0.07239936,0.071316116,0.082202226,0.054533027,0.10644948,0.069636725,0.0816326,0.09374238,0.0620274
ENSG00000235381,0.050575465,0.000530015,0.0742542,0.03020206,0.16030823,0.13297956,0.16816013,0.12957394,0.025677208,0.06001059,0.08414626,0.034330733,0.04925166
ENSG00000029639,0.044468112,0.035325125,0.0636025,0.037479136,0.10079132,0.1227228,0.109501705,0.10803114,0.08079164,0.047716223,0.06674439,0.09843655,0.08438944
ENSG00000171217,0.041006315,0.21376793,0.10237407,0.0039037531,0.026437923,0.07413551,0.04689832,0.0039037531,0.0039037531,0.16278423,0.07903077,0.15019715,0.091656506
ENSG00000271265,0.06445187,0.0021507689,0.18022166,0.0021507689,0.07694264,0.06640625,0.035020776,0.0021507689,0.513982,0.05007004,0.0021507689,0.0021507689,0.0021507689
ENSG00000271551,0.09035601,0.0021972274,0.17248593,0.03965972,0.09216276,0.061663102,0.05004888,0.0021972274,0.0021972274,0.12534901,0.13794214,0.08353873,0.14020206
ENSG00000049618,0.062442023,0.0680982,0.073931284,0.0811972,0.08533448,0.07300446,0.07299958,0.088221096,0.083254404,0.0691977,0.068091564,0.08774007,0.08648785
ENSG00000233044,0.036644273,0.00195646,0.059129514,0.0491175,0.15794443,0.068274684,0.057745118,0.00195646,0.00195646,0.041801803,0.11260879,0.21078502,0.20007952
ENSG00000215712,0.082995795,0.06534878,0.044949804,0.09273346,0.08345445,0.1049501,0.08359549,0.0912033,0.078266144,0.048421096,0.09346653,0.05272698,0.07788817
ENSG00000175048,0.021629365,0.08280021,0.011988596,0.16020063,0.041023772,0.19310063,0.10997183,0.055849005,0.11312126,0.15298557,0.01273325,0.011258357,0.033337526
ENSG00000130340,0.045793504,0.08526632,0.038166896,0.0855075,0.08073797,0.10938134,0.08085624,0.08780932,0.083643995,0.062431622,0.08269385,0.09591053,0.061800905
ENSG00000236324,0.009601195,0.009601195,0.009601195,0.009601195,0.42203662,0.0747059,0.12956338,0.009601195,0.009601195,0.009601195,0.19068938,0.009601195,0.10619503
ENSG00000078269,0.011483152,0.10259688,0.3870329,0.07817239,0.019402828,0.049163885,0.019182168,0.009228546,0.089658305,0.18842554,0.01590853,0.013132961,0.016611887
ENSG00000122335,0.06218552,0.01233266,0.11754711,0.05239689,0.08050629,0.08212526,0.08450085,0.07817906,0.08587123,0.11861896,0.089022554,0.078733385,0.05798027
ENSG00000272047,0.09004052,0.053105365,0.14280353,0.058471236,0.053686474,0.10775867,0.12324107,0.0001988554,0.09903258,0.06826883,0.08823379,0.057512034,0.057647053
ENSG00000130338,0.08181504,0.036857616,0.095489256,0.06996034,0.08202562,0.10076672,0.052372355,0.09744103,0.09501349,0.04989328,0.11545111,0.07469078,0.048223414
ENSG00000146433,0.027350878,0.067553625,0.104202524,0.078478955,0.04785262,0.053126905,0.05503698,0.17494851,0.10285632,0.04084507,0.1130888,0.09475061,0.039908245
ENSG00000146425,0.05014,0.033651445,0.08683328,0.05720441,0.046759747,0.054295305,0.08614152,0.1826385,0.094927475,0.09014423,0.1020088,0.04539954,0.069855675
ENSG00000164674,0.018055677,0.022810876,0.03782716,0.029698228,0.033550043,0.015419418,0.11758168,0.5212125,0.018749695,0.05881951,0.049509935,0.030068377,0.046696898
ENSG00000092820,0.12665701,0.0328677,0.04267836,0.020366184,0.06276179,0.040828835,0.0626375,0.087610014,0.036649648,0.08879883,0.18648097,0.12765366,0.08400953
ENSG00000285159,0.009113416,0.009113416,0.009113416,0.2746997,0.009113416,0.10913953,0.057981335,0.009113416,0.009113416,0.009113416,0.47615865,0.009113416,0.009113416
ENSG00000203711,0.1656342,0.0018233658,0.0018233658,0.0018233658,0.14546977,0.107713036,0.21358638,0.0018233658,0.0018233658,0.071335234,0.18560383,0.05980599,0.04173467
ENSG00000130363,0.12697284,0.060000133,0.16682771,0.035103004,0.068383165,0.065581426,0.077500366,0.09162017,0.04060722,0.09101448,0.0652767,0.036629118,0.07448363
ENSG00000271913,0.053472474,0.08471433,0.15021963,0.019461207,0.09389902,0.09952147,0.1412105,0.026743298,0.08061321,0.108309515,0.04674205,0.035708766,0.05938454
